# CREATED_DATE: 2023-02-01T18:00:43.822Z
# MODIFIED_DATE: 2024-02-14T10:03:44.841Z
# STATUS: Following
# OBS_GROUP: Unknown
# NON_DETECT_BAND: ACAM1 - orange
# BEST_SPEC_CLASS: SN Ia
# PHOTO_CLASS: None
# CONTEXT_CLASS: SN
# BEST_SPECTRUM: None
# HOST: Host: NGC2708:[PWL2002]STR; (08:56:12.50, -03:17:58.99)
# ABS_MAG_PEAK_BAND: None
# ANTARES_CLASSIFICATION: None
# INTERNAL_SURVEY: None
# NAME: 2023bee
# RA: 134.0484380100887
# DEC: -3.3255440014668474
# RA_ERR: None
# DEC_ERR: None
# DISC_DATE: 2023-02-01T17:59:54.816Z
# REDSHIFT: 0.006698
# REDSHIFT_ERR: None
# REDSHIFT_SOURCE: None
# NON_DETECT_DATE: 2023-01-31T09:10:17Z
# NON_DETECT_LIMIT: 17.71
# MW_EBV: 0.014
# ABS_MAG_PEAK: None
# ABS_MAG_PEAK_DATE: None
# POSTAGE_STAMP_FILE: 13BYSEaqb/59978/1085611630031932000_59978.554_125462112_51_target.jpeg
# POSTAGE_STAMP_REF: 13BYSEaqb/59978/1085611630031932000_59978.554_125462112_51_ref.jpeg
# POSTAGE_STAMP_DIFF: 13BYSEaqb/59978/1085611630031932000_59978.554_125462112_51_diff.jpeg
# POSTAGE_STAMP_FILE_FITS: 13BYSEaqb/59978/1085611630031932000_59978.554_125462112_51_target.fits
# POSTAGE_STAMP_REF_FITS: 13BYSEaqb/59978/1085611630031932000_59978.554_125462112_51_ref.fits
# POSTAGE_STAMP_DIFF_FITS: 13BYSEaqb/59978/1085611630031932000_59978.554_125462112_51_diff.fits
# K2_VALIDATED: None
# K2_MSG: None
# TNS_SPEC_CLASS: SN Ia
# POINT_SOURCE_PROBABILITY: None
# ALT_STATUS: GOOD
# SLUG: 2023bee
# REAL_BOGUS_SCORE: 0.0943543
# HAS_HST: True
# HAS_SPITZER: None
# HAS_CHANDRA: False
# TAGS: [10, 16, 21, 22, 29, 30, 32, 47, 68, 90, 100]

VARLIST:  MJD        FLT  FLUXCAL   FLUXCALERR    MAG     MAGERR     MAGSYS   TELESCOPE    INSTRUMENT   DQ
OBS:      60057.032  B  30248.656  269.010  16.299  0.010  None  Swope  Direct/4Kx4K  None
OBS:      60057.993  r  56956.534  331.346  15.611  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60057.994  i  35396.784  257.280  16.127  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60057.995  g  40142.794  242.063  15.991  0.006  None  Swope  Direct/4Kx4K  None
OBS:      60057.996  u  12656.291  149.111  17.244  0.013  None  Swope  Direct/4Kx4K  None
OBS:      60058.001  V  51351.834  348.965  15.724  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60058.002  B  28970.339  255.494  16.345  0.010  None  Swope  Direct/4Kx4K  None
OBS:      60059.038  r  54405.509  359.377  15.661  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60059.039  i  33449.073  272.142  16.189  0.009  None  Swope  Direct/4Kx4K  None
OBS:      60059.041  g  38422.696  233.621  16.039  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60059.042  u  12503.035  150.290  17.258  0.013  None  Swope  Direct/4Kx4K  None
OBS:      60059.048  V  49291.411  374.258  15.768  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60059.049  B  28537.839  274.891  16.361  0.011  None  Swope  Direct/4Kx4K  None
OBS:      60063.069  r  49446.612  334.120  15.765  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60063.070  i  30170.850  246.279  16.301  0.009  None  Swope  Direct/4Kx4K  None
OBS:      60063.071  g  36584.251  285.886  16.092  0.009  None  Swope  Direct/4Kx4K  None
OBS:      60063.072  u  12073.669  175.437  17.295  0.016  None  Swope  Direct/4Kx4K  None
OBS:      60063.077  V  44746.641  419.288  15.873  0.010  None  Swope  Direct/4Kx4K  None
OBS:      60063.078  B  28299.600  323.541  16.370  0.012  None  Swope  Direct/4Kx4K  None
OBS:      60064.039  r  49439.585  377.809  15.765  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60064.041  i  30516.584  276.230  16.289  0.010  None  Swope  Direct/4Kx4K  None
OBS:      60064.042  g  36006.466  284.653  16.110  0.009  None  Swope  Direct/4Kx4K  None
OBS:      60064.043  u  12266.505  199.305  17.278  0.018  None  Swope  Direct/4Kx4K  None
OBS:      60064.048  V  45823.949  399.348  15.847  0.009  None  Swope  Direct/4Kx4K  None
OBS:      60064.049  B  26887.300  309.263  16.426  0.013  None  Swope  Direct/4Kx4K  None
OBS:      60064.961  r  45480.890  391.578  15.855  0.009  None  Swope  Direct/4Kx4K  None
OBS:      60064.963  i  27610.096  399.774  16.397  0.016  None  Swope  Direct/4Kx4K  None
OBS:      60064.964  g  34820.427  305.440  16.145  0.009  None  Swope  Direct/4Kx4K  None
OBS:      60064.965  u  11586.972  200.233  17.340  0.019  None  Swope  Direct/4Kx4K  None
OBS:      60064.970  V  42607.608  402.570  15.926  0.010  None  Swope  Direct/4Kx4K  None
OBS:      60064.971  B  26135.003  303.260  16.457  0.013  None  Swope  Direct/4Kx4K  None
OBS:      60075.023  r  34633.459  476.009  16.151  0.015  None  Swope  Direct/4Kx4K  None
OBS:      60075.025  i  20789.924  507.053  16.705  0.026  None  Swope  Direct/4Kx4K  None
OBS:      60075.026  g  30530.774  396.167  16.288  0.014  None  Swope  Direct/4Kx4K  None
OBS:      60075.028  u  10601.542  276.459  17.436  0.028  None  Swope  Direct/4Kx4K  None
OBS:      60075.034  V  34049.424  685.315  16.170  0.022  None  Swope  Direct/4Kx4K  None
OBS:      60075.039  B  23247.258  410.090  16.584  0.019  None  Swope  Direct/4Kx4K  None
OBS:      60077.997  r  33262.551  284.162  16.195  0.009  None  Swope  Direct/4Kx4K  None
OBS:      60077.998  i  558.037  558.037  20.633  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60077.999  g  469.410  469.410  20.821  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60078.000  u  9374.060  133.577  17.570  0.015  None  Swope  Direct/4Kx4K  None
OBS:      60078.005  V  32666.097  246.371  16.214  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60078.006  B  21857.285  205.403  16.651  0.010  None  Swope  Direct/4Kx4K  None
OBS:      60080.000  r  29169.362  239.202  16.338  0.009  None  Swope  Direct/4Kx4K  None
OBS:      60080.002  g  27633.677  186.784  16.396  0.007  None  Swope  Direct/4Kx4K  None
OBS:      60080.003  i  17292.143  230.914  16.906  0.015  None  Swope  Direct/4Kx4K  None
OBS:      60080.004  u  8925.523  127.845  17.623  0.016  None  Swope  Direct/4Kx4K  None
OBS:      60080.009  V  31316.905  315.750  16.261  0.011  None  Swope  Direct/4Kx4K  None
OBS:      60080.010  B  20676.249  213.383  16.711  0.011  None  Swope  Direct/4Kx4K  None
OBS:      60083.045  r  28022.927  279.228  16.381  0.011  None  Swope  Direct/4Kx4K  None
OBS:      60083.046  i  15072.523  283.791  17.055  0.020  None  Swope  Direct/4Kx4K  None
OBS:      60083.048  g  26044.041  195.869  16.460  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60083.049  u  8382.630  141.774  17.692  0.018  None  Swope  Direct/4Kx4K  None
OBS:      60083.054  V  29038.551  267.671  16.343  0.010  None  Swope  Direct/4Kx4K  None
OBS:      60083.055  B  19281.851  232.829  16.787  0.013  None  Swope  Direct/4Kx4K  None
OBS:      60084.955  r  25977.014  238.177  16.463  0.010  None  Swope  Direct/4Kx4K  None
OBS:      60084.956  i  15012.838  268.777  17.059  0.019  None  Swope  Direct/4Kx4K  None
OBS:      60084.958  g  25855.401  196.238  16.469  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60084.959  u  7889.192  118.368  17.757  0.016  None  Swope  Direct/4Kx4K  None
OBS:      60084.964  V  28067.108  257.308  16.380  0.010  None  Swope  Direct/4Kx4K  None
OBS:      60084.965  B  19435.938  198.789  16.778  0.011  None  Swope  Direct/4Kx4K  None
OBS:      60087.974  r  24140.061  177.345  16.543  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60087.975  i  13921.435  160.649  17.140  0.013  None  Swope  Direct/4Kx4K  None
OBS:      60087.976  g  25048.604  188.382  16.503  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60087.977  u  7519.262  159.927  17.810  0.023  None  Swope  Direct/4Kx4K  None
OBS:      60087.980  V  25945.159  260.028  16.464  0.011  None  Swope  Direct/4Kx4K  None
OBS:      60087.981  B  17682.178  137.199  16.881  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60089.963  r  21742.553  315.282  16.657  0.016  None  Swope  Direct/4Kx4K  None
OBS:      60089.964  i  12429.080  552.729  17.264  0.048  None  Swope  Direct/4Kx4K  None
OBS:      60089.965  g  22918.232  299.370  16.599  0.014  None  Swope  Direct/4Kx4K  None
OBS:      60089.966  u  7276.927  315.059  17.846  0.047  None  Swope  Direct/4Kx4K  None
OBS:      60089.969  V  24325.547  977.386  16.535  0.044  None  Swope  Direct/4Kx4K  None
OBS:      60089.971  B  18336.491  458.695  16.842  0.027  None  Swope  Direct/4Kx4K  None
OBS:      60093.968  r  20480.405  203.993  16.722  0.011  None  Swope  Direct/4Kx4K  None
OBS:      60093.969  i  11495.132  216.040  17.348  0.020  None  Swope  Direct/4Kx4K  None
OBS:      60093.970  g  22708.676  194.069  16.610  0.009  None  Swope  Direct/4Kx4K  None
OBS:      60093.971  u  6555.358  169.358  17.958  0.028  None  Swope  Direct/4Kx4K  None
OBS:      60093.975  V  22956.257  272.600  16.597  0.013  None  Swope  Direct/4Kx4K  None
OBS:      60093.976  B  16328.427  183.015  16.968  0.012  None  Swope  Direct/4Kx4K  None
OBS:      60105.015  r  15312.530  178.240  17.038  0.013  None  Swope  Direct/4Kx4K  None
OBS:      60105.016  i  8497.363  159.252  17.676  0.020  None  Swope  Direct/4Kx4K  None
OBS:      60105.019  g  18973.428  143.564  16.804  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60105.020  u  5311.832  136.663  18.187  0.028  None  Swope  Direct/4Kx4K  None
OBS:      60105.027  V  19123.747  97.058  16.797  0.005  None  Swope  Direct/4Kx4K  None
OBS:      60105.034  B  14359.701  123.537  17.107  0.009  None  Swope  Direct/4Kx4K  None
OBS:      60106.960  r  14390.982  207.243  17.104  0.016  None  Swope  Direct/4Kx4K  None
OBS:      60106.961  i  8203.748  281.415  17.715  0.037  None  Swope  Direct/4Kx4K  None
OBS:      60106.963  g  18895.968  214.700  16.809  0.012  None  Swope  Direct/4Kx4K  None
OBS:      60106.964  u  5114.870  169.676  18.228  0.036  None  Swope  Direct/4Kx4K  None
OBS:      60106.971  V  18103.777  246.342  16.855  0.015  None  Swope  Direct/4Kx4K  None
OBS:      60106.973  B  13941.358  145.049  17.139  0.011  None  Swope  Direct/4Kx4K  None
OBS:      60109.956  r  13570.632  146.550  17.169  0.012  None  Swope  Direct/4Kx4K  None
OBS:      60109.957  i  7704.645  201.051  17.784  0.028  None  Swope  Direct/4Kx4K  None
OBS:      60109.958  g  17868.596  135.024  16.870  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60109.960  u  4499.600  87.035  18.367  0.021  None  Swope  Direct/4Kx4K  None
OBS:      60109.966  V  17452.529  204.912  16.896  0.013  None  Swope  Direct/4Kx4K  None
OBS:      60109.967  B  13126.640  111.712  17.205  0.009  None  Swope  Direct/4Kx4K  None
OBS:      60110.955  r  523.900  523.900  20.702  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60110.956  i  702.205  702.205  20.384  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60110.957  g  18354.179  153.515  16.840  0.009  None  Swope  Direct/4Kx4K  None
OBS:      60110.959  u  4717.042  82.778  18.316  0.019  None  Swope  Direct/4Kx4K  None
OBS:      60110.965  V  18069.056  165.071  16.858  0.010  None  Swope  Direct/4Kx4K  None
OBS:      60110.967  B  13655.212  95.440  17.162  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60118.954  r  10726.833  212.343  17.424  0.021  None  Swope  Direct/4Kx4K  None
OBS:      60118.956  i  6313.831  280.265  18.000  0.048  None  Swope  Direct/4Kx4K  None
OBS:      60118.958  g  15168.800  181.210  17.047  0.013  None  Swope  Direct/4Kx4K  None
OBS:      60118.960  u  3857.608  176.508  18.535  0.050  None  Swope  Direct/4Kx4K  None
OBS:      60118.968  V  14956.597  244.024  17.063  0.018  None  Swope  Direct/4Kx4K  None
OBS:      60118.970  B  11408.922  98.146  17.357  0.009  None  Swope  Direct/4Kx4K  None
OBS:      60301.210  r  340.066  22.878  21.171  0.073  None  Swope  Direct/4Kx4K  None
OBS:      60301.218  i  494.302  23.702  20.765  0.052  None  Swope  Direct/4Kx4K  None
OBS:      60301.226  g  1629.006  18.830  19.470  0.013  None  Swope  Direct/4Kx4K  None
OBS:      60301.233  u  145.989  145.989  22.089  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60301.245  V  1320.360  25.844  19.698  0.021  None  Swope  Direct/4Kx4K  None
OBS:      60301.253  B  1141.549  21.424  19.856  0.020  None  Swope  Direct/4Kx4K  None
OBS:      60305.223  r  1496.756  1496.756  19.562  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60305.238  i  318.171  318.171  21.243  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60305.247  g  1917.924  163.424  19.293  0.092  None  Swope  Direct/4Kx4K  None
OBS:      60305.255  u  721.789  721.789  20.354  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60305.270  V  1087.561  101.216  19.909  0.101  None  Swope  Direct/4Kx4K  None
OBS:      60310.254  r  271.337  19.503  21.416  0.078  None  Swope  Direct/4Kx4K  None
OBS:      60310.261  g  1654.488  17.698  19.454  0.012  None  Swope  Direct/4Kx4K  None
OBS:      60310.269  i  531.202  25.960  20.687  0.053  None  Swope  Direct/4Kx4K  None
OBS:      60310.277  u  178.024  178.024  21.874  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60310.289  V  1221.348  30.591  19.783  0.027  None  Swope  Direct/4Kx4K  None
OBS:      60310.298  B  1034.590  27.006  19.963  0.028  None  Swope  Direct/4Kx4K  None
OBS:      60311.232  r  48.992  48.992  23.275  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60311.240  i  61.218  61.218  23.033  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60311.248  g  1523.355  16.378  19.543  0.012  None  Swope  Direct/4Kx4K  None
OBS:      60311.255  u  100.781  100.781  22.492  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60311.267  V  79.140  79.140  22.754  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60311.274  B  59.423  59.423  23.065  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60312.222  r  295.475  13.088  21.324  0.048  None  Swope  Direct/4Kx4K  None
OBS:      60312.230  i  55.406  55.406  23.141  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60312.237  g  1473.005  15.787  19.579  0.012  None  Swope  Direct/4Kx4K  None
OBS:      60312.244  u  87.456  87.456  22.645  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60312.256  V  1202.348  18.111  19.800  0.016  None  Swope  Direct/4Kx4K  None
OBS:      60312.263  B  979.600  16.655  20.022  0.018  None  Swope  Direct/4Kx4K  None
OBS:      60320.309  r  233.376  10.979  21.579  0.051  None  Swope  Direct/4Kx4K  None
OBS:      60320.317  i  64.443  64.443  22.977  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60320.326  g  1284.436  11.525  19.729  0.010  None  Swope  Direct/4Kx4K  None
OBS:      60320.334  u  169.462  18.897  21.927  0.121  None  Swope  Direct/4Kx4K  None
OBS:      60321.207  r  241.700  8.930  21.542  0.040  None  Swope  Direct/4Kx4K  None
OBS:      60321.215  i  439.800  16.649  20.891  0.041  None  Swope  Direct/4Kx4K  None
OBS:      60321.222  g  1262.745  9.253  19.747  0.008  None  Swope  Direct/4Kx4K  None
OBS:      60321.230  u  171.074  13.413  21.917  0.085  None  Swope  Direct/4Kx4K  None
OBS:      60327.129  r  192.597  14.198  21.788  0.080  None  Swope  Direct/4Kx4K  None
OBS:      60327.136  i  387.006  21.048  21.031  0.059  None  Swope  Direct/4Kx4K  None
OBS:      60327.144  g  1139.735  14.169  19.858  0.013  None  Swope  Direct/4Kx4K  None
OBS:      60327.151  u  148.875  148.875  22.068  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60328.255  r  203.601  10.702  21.728  0.057  None  Swope  Direct/4Kx4K  None
OBS:      60328.262  i  431.517  12.370  20.913  0.031  None  Swope  Direct/4Kx4K  None
OBS:      60328.270  g  1128.458  10.111  19.869  0.010  None  Swope  Direct/4Kx4K  None
OBS:      60328.277  u  91.721  91.721  22.594  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60329.234  r  211.838  9.966  21.685  0.051  None  Swope  Direct/4Kx4K  None
OBS:      60329.242  i  457.641  15.218  20.849  0.036  None  Swope  Direct/4Kx4K  None
OBS:      60329.249  g  1161.119  10.396  19.838  0.010  None  Swope  Direct/4Kx4K  None
OBS:      60329.256  u  156.266  15.557  22.015  0.108  None  Swope  Direct/4Kx4K  None
OBS:      60331.180  r  193.890  16.793  21.781  0.094  None  Swope  Direct/4Kx4K  None
OBS:      60331.187  i  64.620  64.620  22.974  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60331.195  g  1105.436  17.762  19.891  0.017  None  Swope  Direct/4Kx4K  None
OBS:      60331.202  u  115.984  115.984  22.339  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60353.227  r  28.764  28.764  23.853  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60353.238  i  329.088  13.969  21.206  0.046  None  Swope  Direct/4Kx4K  None
OBS:      60353.249  g  825.089  7.435  20.208  0.010  None  Swope  Direct/4Kx4K  None
OBS:      60357.154  r  146.012  7.811  22.089  0.058  None  Swope  Direct/4Kx4K  None
OBS:      60357.165  i  314.219  12.472  21.257  0.043  None  Swope  Direct/4Kx4K  None
OBS:      60357.176  g  783.751  7.693  20.265  0.011  None  Swope  Direct/4Kx4K  None
OBS:      60375.150  r  109.159  6.547  22.405  0.065  None  Swope  Direct/4Kx4K  None
OBS:      60375.161  i  47.886  47.886  23.299  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60375.172  g  604.127  7.197  20.547  0.013  None  Swope  Direct/4Kx4K  None
OBS:      60388.143  r  84.459  84.459  22.683  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60388.155  i  80.216  80.216  22.739  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60388.166  g  517.839  16.850  20.714  0.035  None  Swope  Direct/4Kx4K  None
OBS:      60390.097  r  111.566  111.566  22.381  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60390.108  i  108.135  108.135  22.415  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60390.119  g  473.579  22.355  20.811  0.051  None  Swope  Direct/4Kx4K  None
OBS:      60391.152  r  133.566  133.566  22.186  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60391.163  i  112.156  112.156  22.375  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60391.174  g  453.250  30.548  20.860  0.073  None  Swope  Direct/4Kx4K  None
OBS:      60400.124  r  62.639  62.639  23.008  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60400.136  i  195.529  15.137  21.772  0.084  None  Swope  Direct/4Kx4K  None
OBS:      60400.147  g  423.679  13.388  20.933  0.034  None  Swope  Direct/4Kx4K  None
OBS:      60400.159  V  340.823  20.437  21.169  0.065  None  Swope  Direct/4Kx4K  None
OBS:      60400.170  B  278.020  23.583  21.390  0.092  None  Swope  Direct/4Kx4K  None
OBS:      60402.135  r  117.134  117.134  22.328  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60402.146  i  199.764  21.162  21.749  0.115  None  Swope  Direct/4Kx4K  None
OBS:      60402.157  g  390.836  8.070  21.020  0.022  None  Swope  Direct/4Kx4K  None
OBS:      60402.169  V  312.109  19.860  21.265  0.069  None  Swope  Direct/4Kx4K  None
OBS:      60402.169  V  312.109  19.860  21.265  0.069  None  Swope  Direct/4Kx4K  None
OBS:      60402.180  B  160.630  160.630  21.985  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60402.180  B  160.630  160.630  21.985  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60408.990  r  697.900  697.900  20.390  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60412.012  r  120.706  120.706  22.296  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60412.023  i  361.440  361.440  21.105  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60412.034  g  393.455  16.730  21.013  0.046  None  Swope  Direct/4Kx4K  None
OBS:      60412.046  V  301.467  17.798  21.302  0.064  None  Swope  Direct/4Kx4K  None
OBS:      60412.057  B  259.221  10.083  21.465  0.042  None  Swope  Direct/4Kx4K  None
OBS:      60432.010  i  114.291  114.291  22.355  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60449.017  r  176.514  176.514  21.883  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60449.043  i  121.687  121.687  22.287  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60449.054  g  182.247  182.247  21.848  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60449.066  V  292.145  292.145  21.336  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      60458.041  r  695.417  695.417  20.394  1.086  None  Swope  Direct/4Kx4K  Bad
OBS:      59994.262  B  609435.002  15724.919  13.038  0.028  None  Nickel  Direct/2Kx2K  None
OBS:      59994.266  V  568155.921  12797.580  13.114  0.025  None  Nickel  Direct/2Kx2K  None
OBS:      59994.274  r  486071.311  8542.598  13.284  0.019  None  Nickel  Direct/2Kx2K  None
OBS:      59994.278  i  239058.292  3888.240  14.054  0.018  None  Nickel  Direct/2Kx2K  None
OBS:      59995.245  V  595820.222  12362.008  13.062  0.022  None  Nickel  Direct/2Kx2K  None
OBS:      59995.248  r  501696.968  8692.658  13.249  0.019  None  Nickel  Direct/2Kx2K  None
OBS:      59995.252  i  239544.779  4082.491  14.051  0.018  None  Nickel  Direct/2Kx2K  None
OBS:      60046.220  B  36926.152  887.396  16.082  0.026  None  Nickel  Direct/2Kx2K  None
OBS:      60046.231  B  36489.945  895.179  16.095  0.027  None  Nickel  Direct/2Kx2K  None
OBS:      60046.236  V  70633.960  1285.295  15.377  0.020  None  Nickel  Direct/2Kx2K  None
OBS:      60046.248  r  77051.661  1299.063  15.283  0.018  None  Nickel  Direct/2Kx2K  None
OBS:      60046.262  i  50164.737  804.680  15.749  0.017  None  Nickel  Direct/2Kx2K  None
OBS:      60064.254  B  27089.597  633.674  16.418  0.025  None  Nickel  Direct/2Kx2K  None
OBS:      60064.260  V  44998.541  886.645  15.867  0.021  None  Nickel  Direct/2Kx2K  None
OBS:      60064.266  r  43576.240  786.400  15.901  0.020  None  Nickel  Direct/2Kx2K  None
OBS:      60064.269  i  25683.553  495.070  16.476  0.021  None  Nickel  Direct/2Kx2K  None
OBS:      60077.218  B  23278.516  590.477  16.583  0.028  None  Nickel  Direct/2Kx2K  None
OBS:      60077.225  V  21036.348  451.246  16.693  0.023  None  Nickel  Direct/2Kx2K  None
OBS:      60077.230  r  1985.232  1985.232  19.256  1.086  None  Nickel  Direct/2Kx2K  Bad
OBS:      60077.234  i  1608.370  1608.370  19.484  1.086  None  Nickel  Direct/2Kx2K  Bad
OBS:      60084.214  B  20462.207  589.935  16.723  0.031  None  Nickel  Direct/2Kx2K  None
OBS:      60084.220  V  29421.016  627.319  16.328  0.023  None  Nickel  Direct/2Kx2K  None
OBS:      60084.224  r  25267.530  518.072  16.494  0.022  None  Nickel  Direct/2Kx2K  None
OBS:      60257.548  r  394.301  394.301  21.010  1.086  None  Nickel  Direct/2Kx2K  Bad
OBS:      60257.555  i  374.292  374.292  21.067  1.086  None  Nickel  Direct/2Kx2K  Bad
OBS:      60257.563  B  1784.366  74.568  19.371  0.045  None  Nickel  Direct/2Kx2K  None
OBS:      60257.571  V  2340.599  112.098  19.077  0.052  None  Nickel  Direct/2Kx2K  None
OBS:      60260.506  r  659.521  28.302  20.452  0.047  None  Nickel  Direct/2Kx2K  None
OBS:      60260.514  i  835.411  30.715  20.195  0.040  None  Nickel  Direct/2Kx2K  None
OBS:      60270.449  r  904.060  904.060  20.110  1.086  None  Nickel  Direct/2Kx2K  Bad
OBS:      60270.457  i  1169.912  1169.912  19.830  1.086  None  Nickel  Direct/2Kx2K  Bad
OBS:      60270.465  B  1161.173  1161.173  19.838  1.086  None  Nickel  Direct/2Kx2K  Bad
OBS:      60270.473  V  951.394  951.394  20.054  1.086  None  Nickel  Direct/2Kx2K  Bad
OBS:      60351.402  r  293.489  293.489  21.331  1.086  None  Nickel  Direct/2Kx2K  Bad
OBS:      60351.410  i  262.685  262.685  21.451  1.086  None  Nickel  Direct/2Kx2K  Bad
OBS:      60351.418  B  376.644  376.644  21.060  1.086  None  Nickel  Direct/2Kx2K  Bad
OBS:      60351.426  V  500.618  500.618  20.751  1.086  None  Nickel  Direct/2Kx2K  Bad
OBS:      60385.207  B  390.546  390.546  21.021  1.086  None  Nickel  Direct/2Kx2K  Bad
OBS:      60385.215  V  440.316  440.316  20.891  1.086  None  Nickel  Direct/2Kx2K  Bad
OBS:      60385.223  r  291.909  291.909  21.337  1.086  None  Nickel  Direct/2Kx2K  Bad
OBS:      60385.231  i  445.021  445.021  20.879  1.086  None  Nickel  Direct/2Kx2K  Bad
OBS:      60396.305  B  1316.769  1316.769  19.701  1.086  None  Nickel  Direct/2Kx2K  Bad
OBS:      60396.314  V  1267.091  1267.091  19.743  1.086  None  Nickel  Direct/2Kx2K  Bad
OBS:      60396.322  r  842.325  842.325  20.186  1.086  None  Nickel  Direct/2Kx2K  Bad
OBS:      60396.330  i  881.684  881.684  20.137  1.086  None  Nickel  Direct/2Kx2K  Bad
OBS:      59979.294  g-ZTF  80167.806  0.000  15.240  0.000  None  P48  ZTF-Cam  None
OBS:      59979.294  g-ZTF  79990.793  1742.396  15.242  0.024  None  P48  ZTF-Cam  None
OBS:      59979.401  r-ZTF  75162.289  0.000  15.310  0.000  None  P48  ZTF-Cam  None
OBS:      60023.099  G  161435.856  29737.584  14.480  0.200  None  Gaia  Gaia-Photometric  None
OBS:      60269.590  w  1393.157  51.326  19.640  0.040  None  Pan-STARRS2  GPC2  None
# END: 
