# CREATED_DATE: 2023-02-01T18:00:43.822Z
# MODIFIED_DATE: 2024-02-14T10:03:44.841Z
# STATUS: Following
# OBS_GROUP: Unknown
# NON_DETECT_BAND: ACAM1 - orange
# BEST_SPEC_CLASS: SN Ia
# PHOTO_CLASS: None
# CONTEXT_CLASS: SN
# BEST_SPECTRUM: None
# HOST: Host: NGC2708:[PWL2002]STR; (08:56:12.50, -03:17:58.99)
# ABS_MAG_PEAK_BAND: None
# ANTARES_CLASSIFICATION: None
# INTERNAL_SURVEY: None
# NAME: 2023bee
# RA: 134.0484380100887
# DEC: -3.3255440014668474
# RA_ERR: None
# DEC_ERR: None
# DISC_DATE: 2023-02-01T17:59:54.816Z
# REDSHIFT: 0.006698
# REDSHIFT_ERR: None
# REDSHIFT_SOURCE: None
# NON_DETECT_DATE: 2023-01-31T09:10:17Z
# NON_DETECT_LIMIT: 17.71
# MW_EBV: 0.014
# ABS_MAG_PEAK: None
# ABS_MAG_PEAK_DATE: None
# POSTAGE_STAMP_FILE: 13BYSEaqb/59978/1085611630031932000_59978.554_125462112_51_target.jpeg
# POSTAGE_STAMP_REF: 13BYSEaqb/59978/1085611630031932000_59978.554_125462112_51_ref.jpeg
# POSTAGE_STAMP_DIFF: 13BYSEaqb/59978/1085611630031932000_59978.554_125462112_51_diff.jpeg
# POSTAGE_STAMP_FILE_FITS: 13BYSEaqb/59978/1085611630031932000_59978.554_125462112_51_target.fits
# POSTAGE_STAMP_REF_FITS: 13BYSEaqb/59978/1085611630031932000_59978.554_125462112_51_ref.fits
# POSTAGE_STAMP_DIFF_FITS: 13BYSEaqb/59978/1085611630031932000_59978.554_125462112_51_diff.fits
# K2_VALIDATED: None
# K2_MSG: None
# TNS_SPEC_CLASS: SN Ia
# POINT_SOURCE_PROBABILITY: None
# ALT_STATUS: GOOD
# SLUG: 2023bee
# REAL_BOGUS_SCORE: 0.0943543
# HAS_HST: True
# HAS_SPITZER: None
# HAS_CHANDRA: False
# TAGS: [10, 16, 21, 22, 29, 30, 32, 47, 68, 90, 100]

VARLIST:  MJD        FLT  FLUXCAL   FLUXCALERR    MAG     MAGERR     MAGSYS   TELESCOPE    INSTRUMENT   DQ
OBS:      59978.048  U  7585.776  712.339  17.800  0.100  None  Swift  UVOT  None
OBS:      59978.049  B  28054.336  1880.651  16.380  0.070  None  Swift  UVOT  None
OBS:      59978.049  UVW2  248.886  69.096  21.510  0.300  None  Swift  UVOT  Bad
OBS:      59978.052  V  26791.683  2724.897  16.430  0.110  None  Swift  UVOT  None
OBS:      59978.053  UVM2  172.187  171.870  21.910  1.080  None  Swift  UVOT  Bad
OBS:      59978.629  UVM2  469.894  469.029  20.820  1.080  None  Swift  UVOT  Bad
OBS:      59978.764  UVW1  1541.700  175.597  19.530  0.120  None  Swift  UVOT  None
OBS:      59978.765  U  9549.926  640.189  17.550  0.070  None  Swift  UVOT  None
OBS:      59978.766  B  36643.757  1817.060  16.090  0.050  None  Swift  UVOT  None
OBS:      59978.766  UVW2  366.438  61.573  21.090  0.180  None  Swift  UVOT  None
OBS:      59978.769  V  38725.764  2521.478  16.030  0.070  None  Swift  UVOT  None
OBS:      59978.769  UVM2  118.032  117.815  22.320  1.080  None  Swift  UVOT  Bad
OBS:      59979.039  UVW1  1770.109  265.334  19.380  0.160  None  Swift  UVOT  None
OBS:      59979.041  U  13677.288  1161.127  17.160  0.090  None  Swift  UVOT  None
OBS:      59979.041  B  51050.500  2973.036  15.730  0.060  None  Swift  UVOT  None
OBS:      59979.042  UVW2  373.250  93.368  21.070  0.270  None  Swift  UVOT  None
OBS:      59979.044  V  44055.486  3673.475  15.890  0.090  None  Swift  UVOT  None
OBS:      59979.045  UVM2  207.014  206.633  21.710  1.080  None  Swift  UVOT  Bad
OBS:      59979.556  UVW1  2511.886  308.589  19.000  0.130  None  Swift  UVOT  None
OBS:      59980.031  UVW1  2488.857  283.476  19.010  0.120  None  Swift  UVOT  None
OBS:      59980.033  U  22080.047  1285.879  16.640  0.060  None  Swift  UVOT  None
OBS:      59980.034  B  71121.351  3526.705  15.370  0.050  None  Swift  UVOT  None
OBS:      59980.035  UVW2  666.807  99.952  20.440  0.160  None  Swift  UVOT  None
OBS:      59980.039  V  60255.959  3374.979  15.550  0.060  None  Swift  UVOT  None
OBS:      59980.040  UVM2  178.649  178.320  21.870  1.080  None  Swift  UVOT  Bad
OBS:      59980.818  UVW1  6367.955  446.564  17.990  0.080  None  Swift  UVOT  None
OBS:      59980.820  U  40926.066  2029.407  15.970  0.050  None  Swift  UVOT  None
OBS:      59980.821  B  175.388  175.065  21.890  1.080  None  Swift  UVOT  Bad
OBS:      59980.822  UVW2  1106.624  106.386  19.890  0.100  None  Swift  UVOT  None
OBS:      59980.825  V  90364.947  4242.842  15.110  0.050  None  Swift  UVOT  None
OBS:      59980.826  UVM2  222.844  37.445  21.630  0.180  None  Swift  UVOT  None
OBS:      59981.476  UVW1  8472.274  523.331  17.680  0.070  None  Swift  UVOT  None
OBS:      59981.478  U  66069.345  3276.191  15.450  0.050  None  Swift  UVOT  None
OBS:      59981.479  B  152756.606  6290.500  14.540  0.040  None  Swift  UVOT  None
OBS:      59981.480  UVW2  1674.943  146.316  19.440  0.090  None  Swift  UVOT  None
OBS:      59981.483  V  121338.885  4606.750  14.790  0.040  None  Swift  UVOT  None
OBS:      59981.484  UVM2  376.704  73.583  21.060  0.210  None  Swift  UVOT  None
OBS:      59981.949  UVW1  11271.975  790.468  17.370  0.080  None  Swift  UVOT  None
OBS:      59981.950  U  66069.345  3276.191  15.450  0.050  None  Swift  UVOT  None
OBS:      59981.951  B  151356.125  7505.319  14.550  0.050  None  Swift  UVOT  None
OBS:      59981.952  UVW2  1644.372  172.640  19.460  0.110  None  Swift  UVOT  None
OBS:      59981.956  V  118032.064  5541.877  14.820  0.050  None  Swift  UVOT  None
OBS:      59981.957  UVM2  469.894  96.071  20.820  0.220  None  Swift  UVOT  None
OBS:      59982.084  UVW1  13304.544  821.819  17.190  0.070  None  Swift  UVOT  None
OBS:      59985.781  UVW1  32809.529  1761.609  16.210  0.060  None  Swift  UVOT  None
OBS:      59985.783  U  280.543  280.027  21.380  1.080  None  Swift  UVOT  Bad
OBS:      59985.784  B  307609.681  15253.488  13.780  0.050  None  Swift  UVOT  None
OBS:      59985.785  UVW2  5345.644  420.564  18.180  0.090  None  Swift  UVOT  None
OBS:      59985.789  V  251188.643  11793.884  14.000  0.050  None  Swift  UVOT  None
OBS:      59985.790  UVM2  1472.312  141.541  19.580  0.100  None  Swift  UVOT  None
OBS:      59986.251  UVW1  31622.777  1697.890  16.250  0.060  None  Swift  UVOT  None
OBS:      59986.254  U  188799.135  9362.012  14.310  0.050  None  Swift  UVOT  None
OBS:      59986.255  B  296483.139  14701.755  13.820  0.050  None  Swift  UVOT  None
OBS:      59986.256  UVW2  5152.286  405.351  18.220  0.090  None  Swift  UVOT  None
OBS:      59986.260  V  233345.806  10956.122  14.080  0.050  None  Swift  UVOT  None
OBS:      59986.261  UVM2  1432.188  137.684  19.610  0.100  None  Swift  UVOT  None
OBS:      59987.437  UVW1  45289.758  2431.698  15.860  0.060  None  Swift  UVOT  None
OBS:      59987.439  U  248885.732  14494.398  14.010  0.060  None  Swift  UVOT  None
OBS:      59987.439  B  405508.535  20108.014  13.480  0.050  None  Swift  UVOT  None
OBS:      59987.440  UVW2  6367.955  500.993  17.990  0.090  None  Swift  UVOT  None
OBS:      59987.443  V  322106.879  15123.658  13.730  0.050  None  Swift  UVOT  None
OBS:      59987.444  UVM2  1870.682  213.067  19.320  0.120  None  Swift  UVOT  None
OBS:      59988.629  UVW1  44874.539  2409.404  15.870  0.060  None  Swift  UVOT  None
OBS:      59988.631  U  270395.836  15747.085  13.920  0.060  None  Swift  UVOT  None
OBS:      59988.632  B  436515.832  21645.577  13.400  0.050  None  Swift  UVOT  None
OBS:      59988.633  UVW2  7447.320  522.257  17.820  0.080  None  Swift  UVOT  None
OBS:      59988.637  V  363078.055  17047.349  13.600  0.050  None  Swift  UVOT  None
OBS:      59988.638  UVM2  2167.704  208.393  19.160  0.100  None  Swift  UVOT  None
OBS:      59989.298  UVW1  41686.938  2238.255  15.950  0.060  None  Swift  UVOT  None
OBS:      59989.301  U  242102.905  14099.385  14.040  0.060  None  Swift  UVOT  None
OBS:      59989.302  B  340408.190  19824.405  13.670  0.060  None  Swift  UVOT  None
OBS:      59989.302  UVW2  1148.154  141.052  19.850  0.130  None  Swift  UVOT  None
OBS:      59989.307  V  272897.778  12813.178  13.910  0.050  None  Swift  UVOT  None
OBS:      59999.231  U  140604.752  6972.189  14.630  0.050  None  Swift  UVOT  None
OBS:      59999.233  UVW2  4570.882  399.293  18.350  0.090  None  Swift  UVOT  None
OBS:      59999.237  UVM2  2884.032  277.258  18.850  0.100  None  Swift  UVOT  None
OBS:      60000.954  UVW1  20323.570  1425.227  16.730  0.080  None  Swift  UVOT  None
OBS:      60000.958  UVW2  4365.158  381.322  18.400  0.090  None  Swift  UVOT  None
OBS:      60000.961  UVM2  3341.950  350.866  18.690  0.110  None  Swift  UVOT  None
OBS:      60001.820  UVM2  2606.154  320.170  18.960  0.130  None  Swift  UVOT  None
OBS:      60013.133  UVW1  4613.176  525.431  18.340  0.120  None  Swift  UVOT  None
OBS:      60013.134  U  30478.950  2314.327  16.290  0.080  None  Swift  UVOT  None
OBS:      60013.134  B  125892.541  7331.624  14.750  0.060  None  Swift  UVOT  None
OBS:      60013.134  UVW2  2070.141  2066.329  19.210  1.080  None  Swift  UVOT  Bad
OBS:      60015.658  UVW1  4055.085  461.866  18.480  0.120  None  Swift  UVOT  None
OBS:      60015.659  U  28313.920  2149.932  16.370  0.080  None  Swift  UVOT  None
OBS:      60015.659  B  105681.751  6154.605  14.940  0.060  None  Swift  UVOT  None
OBS:      60015.660  UVW2  1485.936  209.304  19.570  0.150  None  Swift  UVOT  None
OBS:      60015.662  V  170608.239  9555.888  14.420  0.060  None  Swift  UVOT  None
OBS:      60015.662  UVM2  549.541  137.467  20.650  0.270  None  Swift  UVOT  None
OBS:      60017.906  UVW1  3133.286  328.959  18.760  0.110  None  Swift  UVOT  None
OBS:      60017.907  U  19230.917  1289.164  16.790  0.070  None  Swift  UVOT  None
OBS:      60017.907  B  73113.908  3625.511  15.340  0.050  None  Swift  UVOT  None
OBS:      60017.908  UVW2  912.011  128.463  20.100  0.150  None  Swift  UVOT  None
OBS:      60017.909  V  141905.752  7948.241  14.620  0.060  None  Swift  UVOT  None
OBS:      60017.910  UVM2  654.636  104.059  20.460  0.170  None  Swift  UVOT  None
OBS:      60021.604  UVW1  2398.833  251.850  19.050  0.110  None  Swift  UVOT  None
OBS:      60021.606  U  16143.586  1082.201  16.980  0.070  None  Swift  UVOT  None
OBS:      60021.607  B  52966.344  2626.450  15.690  0.050  None  Swift  UVOT  None
OBS:      60021.608  UVW2  660.693  99.036  20.450  0.160  None  Swift  UVOT  None
OBS:      60021.612  V  127057.411  5965.637  14.740  0.050  None  Swift  UVOT  None
OBS:      60021.613  UVM2  529.663  84.193  20.690  0.170  None  Swift  UVOT  None
OBS:      59977.076  gp  26183.965  181.002  16.455  0.007  None  Siding_Spring_1m  Sinistro  None
OBS:      59977.079  rp  22641.650  153.693  16.613  0.007  None  Siding_Spring_1m  Sinistro  None
OBS:      59977.081  ip  16663.206  149.981  16.946  0.010  None  Siding_Spring_1m  Sinistro  None
OBS:      59977.101  gp  27270.076  164.375  16.411  0.006  None  Siding_Spring_1m  Sinistro  None
OBS:      59977.104  rp  23916.648  137.854  16.553  0.006  None  Siding_Spring_1m  Sinistro  None
OBS:      59977.106  ip  17794.175  127.573  16.874  0.008  None  Siding_Spring_1m  Sinistro  None
OBS:      59977.335  up  13874.588  165.522  17.145  0.013  None  Siding_Spring_1m  Sinistro  None
OBS:      59977.337  gp  31475.006  216.917  16.255  0.007  None  Siding_Spring_1m  Sinistro  None
OBS:      59977.339  rp  25998.894  194.404  16.463  0.008  None  Siding_Spring_1m  Sinistro  None
OBS:      59977.340  ip  19083.090  207.140  16.798  0.012  None  Siding_Spring_1m  Sinistro  None
OBS:      59977.564  gp  32581.172  172.858  16.217  0.006  None  Siding_Spring_1m  Sinistro  None
OBS:      59977.567  rp  28855.997  181.319  16.349  0.007  None  Siding_Spring_1m  Sinistro  None
OBS:      59977.569  ip  20819.502  149.533  16.704  0.008  None  Siding_Spring_1m  Sinistro  None
OBS:      59978.095  gp  45086.260  247.763  15.864  0.006  None  Siding_Spring_1m  Sinistro  None
OBS:      59978.098  rp  39550.654  245.822  16.007  0.007  None  Siding_Spring_1m  Sinistro  None
OBS:      59978.100  ip  27992.595  182.596  16.382  0.007  None  Siding_Spring_1m  Sinistro  None
OBS:      59978.652  up  22557.189  823.749  16.617  0.040  None  Siding_Spring_1m  Sinistro  None
OBS:      59978.674  up  23247.875  655.391  16.584  0.031  None  Siding_Spring_1m  Sinistro  None
OBS:      59978.676  gp  58323.573  527.571  15.585  0.010  None  Siding_Spring_1m  Sinistro  None
OBS:      59978.677  rp  50749.080  838.716  15.737  0.018  None  Siding_Spring_1m  Sinistro  None
OBS:      59978.678  ip  39207.140  1212.115  16.017  0.034  None  Siding_Spring_1m  Sinistro  None
OBS:      59979.210  gp  80670.552  413.122  15.233  0.006  None  Siding_Spring_1m  Sinistro  None
OBS:      59979.212  rp  68262.034  377.021  15.415  0.006  None  Siding_Spring_1m  Sinistro  None
OBS:      59979.215  ip  48094.094  318.125  15.795  0.007  None  Siding_Spring_1m  Sinistro  None
OBS:      59979.741  up  45253.262  913.171  15.861  0.022  None  Siding_Spring_1m  Sinistro  None
OBS:      59979.743  gp  98679.568  778.051  15.014  0.009  None  Siding_Spring_1m  Sinistro  None
OBS:      59979.744  rp  81482.866  716.473  15.223  0.009  None  Siding_Spring_1m  Sinistro  None
OBS:      59979.745  ip  60677.000  840.732  15.542  0.015  None  Siding_Spring_1m  Sinistro  None
OBS:      59980.282  gp  134608.640  645.908  14.677  0.005  None  Siding_Spring_1m  Sinistro  None
OBS:      59980.284  rp  107961.442  523.920  14.917  0.005  None  Siding_Spring_1m  Sinistro  None
OBS:      59980.287  ip  75953.518  447.881  15.299  0.006  None  Siding_Spring_1m  Sinistro  None
OBS:      59980.814  up  87115.987  985.521  15.149  0.012  None  Siding_Spring_1m  Sinistro  None
OBS:      59980.816  gp  164008.433  1111.492  14.463  0.007  None  Siding_Spring_1m  Sinistro  None
OBS:      59980.817  rp  128229.879  950.444  14.730  0.008  None  Siding_Spring_1m  Sinistro  None
OBS:      59980.818  ip  91108.423  1020.389  15.101  0.012  None  Siding_Spring_1m  Sinistro  None
OBS:      59981.345  up  114206.386  1238.507  14.856  0.012  None  Siding_Spring_1m  Sinistro  None
OBS:      59981.347  gp  191717.296  1254.567  14.293  0.007  None  Siding_Spring_1m  Sinistro  None
OBS:      59981.348  rp  153754.535  1039.022  14.533  0.007  None  Siding_Spring_1m  Sinistro  None
OBS:      59981.349  ip  109436.286  879.867  14.902  0.009  None  Siding_Spring_1m  Sinistro  None
OBS:      59981.925  gp  229126.244  5872.765  14.099  0.028  None  Siding_Spring_1m  Sinistro  None
OBS:      59982.467  up  170857.704  2053.955  14.418  0.013  None  Siding_Spring_1m  Sinistro  None
OBS:      59982.469  gp  246151.526  3278.265  14.022  0.015  None  Siding_Spring_1m  Sinistro  None
OBS:      59982.470  rp  188766.538  3628.285  14.310  0.021  None  Siding_Spring_1m  Sinistro  None
OBS:      59983.052  up  202172.016  1708.974  14.235  0.009  None  Siding_Spring_1m  Sinistro  None
OBS:      59983.054  gp  293149.245  1752.610  13.833  0.006  None  Siding_Spring_1m  Sinistro  None
OBS:      59983.055  rp  234127.349  1089.292  14.076  0.005  None  Siding_Spring_1m  Sinistro  None
OBS:      59983.056  ip  167190.876  974.868  14.442  0.006  None  Siding_Spring_1m  Sinistro  None
OBS:      59984.187  up  260240.457  2098.212  13.961  0.009  None  Siding_Spring_1m  Sinistro  None
OBS:      59984.189  gp  347708.242  2319.201  13.647  0.007  None  Siding_Spring_1m  Sinistro  None
OBS:      59984.190  rp  259881.658  2477.964  13.963  0.010  None  Siding_Spring_1m  Sinistro  None
OBS:      59984.191  ip  192616.828  2619.292  14.289  0.015  None  Siding_Spring_1m  Sinistro  None
OBS:      59985.445  up  313356.988  2274.890  13.760  0.008  None  Siding_Spring_1m  Sinistro  None
OBS:      59985.447  gp  410097.609  1765.864  13.467  0.005  None  Siding_Spring_1m  Sinistro  None
OBS:      59985.448  rp  325399.512  1208.633  13.719  0.004  None  Siding_Spring_1m  Sinistro  None
OBS:      59985.449  ip  232455.257  983.138  14.084  0.005  None  Siding_Spring_1m  Sinistro  None
OBS:      59986.483  up  356018.578  2565.818  13.621  0.008  None  Siding_Spring_1m  Sinistro  None
OBS:      59986.485  gp  460427.276  1821.362  13.342  0.004  None  Siding_Spring_1m  Sinistro  None
OBS:      59986.486  rp  358275.600  1338.487  13.614  0.004  None  Siding_Spring_1m  Sinistro  None
OBS:      59986.487  ip  243845.765  1045.324  14.033  0.005  None  Siding_Spring_1m  Sinistro  None
OBS:      59987.516  up  394913.154  2747.137  13.508  0.008  None  Siding_Spring_1m  Sinistro  None
OBS:      59987.518  gp  509606.838  2175.053  13.232  0.005  None  Siding_Spring_1m  Sinistro  None
OBS:      59987.519  rp  387166.308  1489.110  13.530  0.004  None  Siding_Spring_1m  Sinistro  None
OBS:      59987.520  ip  255382.521  1158.373  13.982  0.005  None  Siding_Spring_1m  Sinistro  None
OBS:      59988.672  up  409795.908  7428.605  13.469  0.020  None  Siding_Spring_1m  Sinistro  None
OBS:      59988.675  gp  534266.788  2747.764  13.181  0.006  None  Siding_Spring_1m  Sinistro  None
OBS:      59988.676  rp  408943.845  2203.133  13.471  0.006  None  Siding_Spring_1m  Sinistro  None
OBS:      59988.677  ip  264772.205  4139.190  13.943  0.017  None  Siding_Spring_1m  Sinistro  None
OBS:      59989.878  up  438208.939  2634.449  13.396  0.006  None  Siding_Spring_1m  Sinistro  None
OBS:      59989.880  gp  614297.093  2321.266  13.029  0.004  None  Siding_Spring_1m  Sinistro  None
OBS:      59989.881  rp  447266.972  1511.826  13.373  0.004  None  Siding_Spring_1m  Sinistro  None
OBS:      59989.882  ip  262345.823  951.031  13.953  0.004  None  Siding_Spring_1m  Sinistro  None
OBS:      59991.092  up  441469.520  2535.156  13.388  0.006  None  Siding_Spring_1m  Sinistro  None
OBS:      59991.094  gp  636579.651  2406.034  12.990  0.004  None  Siding_Spring_1m  Sinistro  None
OBS:      59991.095  rp  486925.535  1900.810  13.281  0.004  None  Siding_Spring_1m  Sinistro  None
OBS:      59991.097  ip  271095.986  1040.492  13.917  0.004  None  Siding_Spring_1m  Sinistro  None
OBS:      59978.552  g  62517.269  575.805  15.510  0.010  None  Pan-STARRS1  GPC1  None
OBS:      59978.552  g  104148.970  866.976  15.511  0.008  None  Pan-STARRS1  GPC1  None
OBS:      59978.552  r  91676.854  1051.572  15.649  0.011  None  Pan-STARRS1  GPC1  None
OBS:      59978.553  i  65336.400  893.229  16.017  0.014  None  Pan-STARRS1  GPC1  None
OBS:      59978.554  z  76312.580  1071.529  15.848  0.014  None  Pan-STARRS1  GPC1  None
OBS:      59978.555  y  60255.105  2055.836  16.105  0.034  None  Pan-STARRS1  GPC1  None
OBS:      59981.430  g  332411.205  1516.887  14.250  0.005  None  Pan-STARRS1  GPC1  None
OBS:      59981.431  r  288009.775  1369.247  14.406  0.005  None  Pan-STARRS1  GPC1  None
OBS:      59981.431  i  195195.660  913.792  14.829  0.005  None  Pan-STARRS1  GPC1  None
OBS:      59981.432  z  198144.791  1375.430  14.812  0.007  None  Pan-STARRS1  GPC1  None
OBS:      59981.433  y  158393.304  2705.605  15.055  0.017  None  Pan-STARRS1  GPC1  None
OBS:      59983.397  g  366633.469  827.239  13.704  0.002  None  Pan-STARRS1  GPC1  None
OBS:      59983.398  r  303975.217  1316.197  13.907  0.004  None  Pan-STARRS1  GPC1  None
OBS:      59983.398  i  220974.287  1011.171  14.254  0.005  None  Pan-STARRS1  GPC1  None
OBS:      59983.399  z  200389.243  1676.678  14.360  0.008  None  Pan-STARRS1  GPC1  None
OBS:      59983.400  y  173598.482  3350.902  14.515  0.019  None  Pan-STARRS1  GPC1  None
OBS:      60014.306  g  251845.122  1694.543  14.112  0.007  None  Pan-STARRS1  GPC1  None
OBS:      60014.306  r  264946.537  2029.665  14.056  0.008  None  Pan-STARRS1  GPC1  None
OBS:      60014.307  i  164837.038  2081.096  14.572  0.013  None  Pan-STARRS1  GPC1  None
OBS:      60014.308  z  225678.359  2898.378  14.231  0.013  None  Pan-STARRS1  GPC1  None
OBS:      60014.308  y  97391.776  4689.364  15.143  0.048  None  Pan-STARRS1  GPC1  None
OBS:      60015.309  g  251157.837  1198.760  14.115  0.005  None  Pan-STARRS1  GPC1  None
OBS:      60015.310  r  282195.537  1294.300  13.988  0.005  None  Pan-STARRS1  GPC1  None
OBS:      60015.310  i  150346.114  1180.670  14.672  0.008  None  Pan-STARRS1  GPC1  None
OBS:      60015.311  z  212744.188  1810.201  14.295  0.009  None  Pan-STARRS1  GPC1  None
OBS:      60015.311  y  151050.941  2938.611  14.666  0.019  None  Pan-STARRS1  GPC1  None
OBS:      60018.328  g  212307.581  650.373  14.297  0.003  None  Pan-STARRS1  GPC1  None
OBS:      60018.329  r  284796.073  1486.279  13.978  0.005  None  Pan-STARRS1  GPC1  None
OBS:      60018.329  i  152822.162  1248.111  14.654  0.008  None  Pan-STARRS1  GPC1  None
OBS:      60018.330  z  182449.091  1883.256  14.462  0.010  None  Pan-STARRS1  GPC1  None
OBS:      60018.331  y  164278.968  4040.047  14.575  0.025  None  Pan-STARRS1  GPC1  None
OBS:      60019.334  g  193237.565  1085.935  14.399  0.006  None  Pan-STARRS1  GPC1  None
OBS:      60019.334  r  261897.802  1182.447  14.069  0.005  None  Pan-STARRS1  GPC1  None
OBS:      60019.335  i  150307.483  1068.865  14.672  0.007  None  Pan-STARRS1  GPC1  None
OBS:      60019.335  z  205195.806  1757.472  14.334  0.009  None  Pan-STARRS1  GPC1  None
OBS:      60019.336  y  159565.538  2924.089  14.607  0.018  None  Pan-STARRS1  GPC1  None
OBS:      60020.314  g  124784.322  878.429  14.434  0.007  None  Pan-STARRS1  GPC1  None
OBS:      60020.315  r  172258.416  1020.142  14.084  0.006  None  Pan-STARRS1  GPC1  None
OBS:      60020.315  i  106680.948  734.393  14.604  0.007  None  Pan-STARRS1  GPC1  None
OBS:      60020.316  z  175112.956  1232.581  14.066  0.007  None  Pan-STARRS1  GPC1  None
OBS:      60020.316  y  126220.353  2684.955  14.421  0.021  None  Pan-STARRS1  GPC1  None
OBS:      60021.300  g  106698.887  419.389  14.604  0.004  None  Pan-STARRS1  GPC1  None
OBS:      60021.300  r  165120.185  523.102  14.130  0.003  None  Pan-STARRS1  GPC1  None
OBS:      60021.301  i  106389.818  397.223  14.607  0.004  None  Pan-STARRS1  GPC1  None
OBS:      60021.301  z  131727.591  601.343  14.375  0.005  None  Pan-STARRS1  GPC1  None
OBS:      60021.302  y  105183.169  1177.961  14.619  0.011  None  Pan-STARRS1  GPC1  None
OBS:      60028.291  g  69478.055  637.511  15.070  0.009  None  Pan-STARRS1  GPC1  None
OBS:      60028.291  r  136047.380  814.176  14.340  0.006  None  Pan-STARRS1  GPC1  None
OBS:      60028.292  i  111913.963  742.335  14.552  0.007  None  Pan-STARRS1  GPC1  None
OBS:      60028.292  z  119343.913  1046.870  14.482  0.009  None  Pan-STARRS1  GPC1  None
OBS:      60028.293  y  125334.041  2609.459  14.429  0.021  None  Pan-STARRS1  GPC1  None
OBS:      60029.246  g  102512.447  403.572  15.087  0.004  None  Pan-STARRS1  GPC1  None
OBS:      60029.247  r  211091.985  815.140  14.303  0.004  None  Pan-STARRS1  GPC1  None
OBS:      60029.247  i  166794.676  671.102  14.559  0.004  None  Pan-STARRS1  GPC1  None
OBS:      60029.248  z  182356.588  1431.457  14.462  0.008  None  Pan-STARRS1  GPC1  None
OBS:      60029.249  y  190456.880  3526.194  14.415  0.019  None  Pan-STARRS1  GPC1  None
OBS:      60030.287  g  64852.089  686.751  15.144  0.011  None  Pan-STARRS1  GPC1  None
OBS:      60030.287  r  122571.358  772.498  14.453  0.006  None  Pan-STARRS1  GPC1  None
OBS:      60030.287  i  101299.537  670.092  14.660  0.007  None  Pan-STARRS1  GPC1  None
OBS:      60030.288  z  108701.504  883.775  14.584  0.008  None  Pan-STARRS1  GPC1  None
OBS:      60030.288  y  119173.145  1882.373  14.484  0.016  None  Pan-STARRS1  GPC1  None
OBS:      60031.297  g  59534.252  525.023  15.237  0.009  None  Pan-STARRS1  GPC1  None
OBS:      60031.297  r  112632.632  656.189  14.545  0.006  None  Pan-STARRS1  GPC1  None
OBS:      60031.297  i  91482.341  429.061  14.771  0.005  None  Pan-STARRS1  GPC1  None
OBS:      60031.298  z  102481.600  664.825  14.648  0.006  None  Pan-STARRS1  GPC1  None
OBS:      60031.298  y  108176.284  1083.166  14.589  0.010  None  Pan-STARRS1  GPC1  None
OBS:      60041.256  g  44166.024  631.594  15.561  0.014  None  Pan-STARRS1  GPC1  None
OBS:      60041.257  r  74121.202  739.886  14.999  0.010  None  Pan-STARRS1  GPC1  None
OBS:      60041.257  i  53346.610  504.977  15.356  0.009  None  Pan-STARRS1  GPC1  None
OBS:      60041.257  z  55242.140  814.400  15.319  0.015  None  Pan-STARRS1  GPC1  None
OBS:      60041.258  y  62956.765  1590.146  15.177  0.025  None  Pan-STARRS1  GPC1  None
OBS:      60071.260  g  38570.891  565.166  16.149  0.015  None  Pan-STARRS1  GPC1  None
OBS:      60071.260  r  43551.615  451.457  16.017  0.010  None  Pan-STARRS1  GPC1  None
OBS:      60071.261  i  27126.140  282.420  16.531  0.010  None  Pan-STARRS1  GPC1  None
OBS:      60071.261  z  17739.512  381.084  16.992  0.021  None  Pan-STARRS1  GPC1  None
OBS:      60071.262  y  28352.513  1034.533  16.483  0.036  None  Pan-STARRS1  GPC1  None
OBS:      60085.260  g  45710.017  463.163  16.405  0.010  None  Pan-STARRS1  GPC1  None
OBS:      60085.261  r  44573.862  494.195  16.432  0.011  None  Pan-STARRS1  GPC1  None
OBS:      60085.261  i  26277.759  383.237  17.006  0.015  None  Pan-STARRS1  GPC1  None
OBS:      60085.263  y  35355.986  1920.076  16.996  0.054  None  Pan-STARRS1  GPC1  None
OBS:      60283.561  w  1025.369  74.647  19.973  0.079  None  Pan-STARRS1  GPC1  None
OBS:      60283.562  w  1025.935  85.158  19.972  0.090  None  Pan-STARRS1  GPC1  None
OBS:      60283.575  w  1115.835  72.586  19.881  0.071  None  Pan-STARRS1  GPC1  None
OBS:      60283.576  w  1026.975  45.255  19.971  0.048  None  Pan-STARRS1  GPC1  None
OBS:      60283.593  w  1026.786  61.950  19.971  0.066  None  Pan-STARRS1  GPC1  None
OBS:      60283.608  w  1062.674  50.156  19.934  0.051  None  Pan-STARRS1  GPC1  None
OBS:      60290.561  w  921.383  76.540  20.089  0.090  None  Pan-STARRS1  GPC1  None
OBS:      60290.573  w  903.400  54.821  20.110  0.066  None  Pan-STARRS1  GPC1  None
OBS:      60290.586  w  908.741  70.475  20.104  0.084  None  Pan-STARRS1  GPC1  None
OBS:      60290.597  w  899.995  69.847  20.114  0.084  None  Pan-STARRS1  GPC1  None
OBS:      60301.594  w  853.179  77.699  20.172  0.099  None  Pan-STARRS1  GPC1  None
OBS:      60301.607  w  861.708  51.758  20.162  0.065  None  Pan-STARRS1  GPC1  None
OBS:      60301.620  w  877.486  84.702  20.142  0.105  None  Pan-STARRS1  GPC1  None
